lastUpdate,version,id,name,terminalName,lastCommWithServer,lat,long,installed,locked,installDate,removalDate,temporary,public,nbBikes,nbEmptyDocks,latestUpdateTime
1.46187E+12,2,155,Congress Heights Metro,31806,1.46187E+12,38.844711,-76.987823,TRUE,FALSE,0,,FALSE,TRUE,6,9,1.46183E+12
1.46187E+12,2,156,N Quincy St & Glebe Rd,31035,1.46187E+12,38.876393,-77.107735,TRUE,FALSE,0,,FALSE,TRUE,1,9,1.46186E+12
1.46187E+12,2,157,Wilson Blvd & N Oakland St,31033,1.46187E+12,38.8815,-77.10396,TRUE,FALSE,0,,FALSE,TRUE,3,7,1.46187E+12
1.46187E+12,2,158,N Veitch  & 20th St N,31029,1.46187E+12,38.896923,-77.086502,TRUE,FALSE,0,,FALSE,TRUE,8,6,1.46185E+12
1.46187E+12,2,159,10th & K St NW,31263,1.46187E+12,38.9024,-77.02622,TRUE,FALSE,0,,FALSE,TRUE,7,15,1.46186E+12
1.46187E+12,2,160,Fairfax Dr & Wilson Blvd,31023,1.46187E+12,38.885801,-77.097745,TRUE,FALSE,0,,FALSE,TRUE,3,8,1.46186E+12
1.46187E+12,2,161,Key Blvd & N Quinn St,31027,1.46187E+12,38.896015,-77.078107,TRUE,FALSE,0,,FALSE,TRUE,3,8,1.46185E+12
1.46187E+12,2,162,1st & K St SE,31628,1.46187E+12,38.87861,-77.006004,TRUE,FALSE,0,,FALSE,TRUE,6,9,1.46186E+12
1.46187E+12,2,163,39th & Calvert St NW / Stoddert,31306,1.46187E+12,38.922649,-77.077271,TRUE,FALSE,0,,FALSE,TRUE,8,11,1.46187E+12
1.46187E+12,2,164,1st & Washington Hospital Center NW,31507,1.46187E+12,38.928743,-77.012457,TRUE,FALSE,0,,FALSE,TRUE,9,6,1.46187E+12
1.46187E+12,2,165,Virginia Square Metro / N Monroe St & 9th St N,31024,1.46187E+12,38.882788,-77.103148,TRUE,FALSE,0,,FALSE,TRUE,5,13,1.46187E+12
1.46187E+12,2,166,Central Library / N Quincy St & 10th St N,31025,1.46187E+12,38.88397,-77.10783,TRUE,FALSE,0,,FALSE,TRUE,6,4,1.46187E+12
1.46187E+12,2,167,Washington Blvd & 10th St N,31026,1.46187E+12,38.884734,-77.093485,TRUE,FALSE,0,,FALSE,TRUE,5,10,1.46186E+12
1.46187E+12,2,168,Jefferson Dr & 14th St SW,31247,1.46187E+12,38.888553,-77.032429,TRUE,FALSE,0,,FALSE,TRUE,11,11,1.46185E+12
1.46187E+12,2,169,Smithsonian / Jefferson Dr & 12th St SW,31248,1.46187E+12,38.888767,-77.02858,TRUE,FALSE,0,,FALSE,TRUE,11,11,1.46187E+12
1.46187E+12,2,170,George Mason Dr & Wilson Blvd,31036,1.46187E+12,38.87887,-77.1207,TRUE,FALSE,0,,FALSE,TRUE,8,7,1.46187E+12
